City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
561,Yulara,AU,55.24,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
564,San Jeronimo,PE,62.37,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
565,Virginia Beach,US,66.42,clear sky,36.8529,-75.978,Hilton Virginia Beach Oceanfront
566,Ketchikan,US,41.36,light rain,55.3422,-131.6461,Snow's Cove Lodge
567,Najran,SA,57.85,clear sky,17.4924,44.1277,محمد هادي ال فطيح
569,Blyth,GB,51.37,overcast clouds,55.1271,-1.5086,Carlton house
575,Gonbad-E Qabus,IR,51.87,clear sky,37.25,55.1672,Samin Building
580,Yarmouth,US,56.17,clear sky,41.7057,-70.2286,Blue Rock Resort
582,Skala Fourkas,GR,51.55,overcast clouds,39.9998,23.3841,Idea Holiday
588,Taltal,CL,67.24,few clouds,-25.4,-70.4833,Residencial Karime
589,Xinzhi,CN,42.58,clear sky,36.4989,111.7047,Mingyue Hotel
590,Port Hedland,AU,66.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
591,Herat,AF,41.38,clear sky,34.5,62.0,
592,Vila Franca Do Campo,PT,68.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
596,Mount Gambier,AU,44.51,broken clouds,-37.8333,140.7667,The Commodore
599,Tiznit,MA,55.36,clear sky,29.5833,-9.5,
600,Yining,CN,46.06,clear sky,29.0361,114.5636,Xiushui Hotel
607,Mianwali,PK,64.42,clear sky,32.5741,71.5264,Hashmi Plaza
608,Kumbo,CM,60.69,broken clouds,6.2,10.6667,Western Inn Resort
609,Ximei,CN,62.94,few clouds,24.9639,118.3794,Nan'an Hotel
610,Vila,PT,49.33,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
616,Tallahassee,US,70.68,clear sky,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
620,Pine Bluff,US,54.32,clear sky,34.2284,-92.0032,"Holiday Inn Express & Suites Pine Bluff, an IHG Hotel"
622,Dasoguz,TM,39.97,few clouds,41.8363,59.9666,Ташауз Отел
623,Saint Helens,GB,52.66,broken clouds,53.45,-2.7333,Hotel Mercure St Helens
626,Raudeberg,NO,44.2,scattered clouds,61.9875,5.1352,Nordre Silda.
629,Redcliffe,AU,69.98,clear sky,-27.2307,153.0973,Redvue Apartments
632,Dali,CN,50.36,broken clouds,25.7,100.1833,Dali Travelling With Hostel
633,Cambui,BR,64.2,broken clouds,-22.6122,-46.0575,Hotel Zé Maria - Cambuí
634,Zlitan,LY,69.22,overcast clouds,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
635,Brownwood,US,73.29,clear sky,31.7093,-98.9912,La Quinta Inn & Suites by Wyndham Brownwood
637,Vavoua,CI,72.7,light rain,7.3819,-6.4778,Hotel Le Peuple
640,Thasra,IN,67.93,clear sky,22.8,73.2167,Sajjad Kureshi ( APNA PAAN 🚬 SENTER )
642,Marzuq,YE,64.94,clear sky,14.4,46.4667,
645,Kropotkin,RU,41.27,clear sky,45.4375,40.5756,Hotel Europe Kropotkin
648,Winnemucca,US,58.1,broken clouds,40.973,-117.7357,Winners Inn Casino
649,Da Nang,VN,71.58,broken clouds,16.0678,108.2208,Sun River Hotel
651,Arak,IR,42.64,clear sky,34.0917,49.6892,Zagros Hotel
652,Puerto Del Rosario,ES,67.75,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
657,Pietermaritzburg,ZA,64.76,overcast clouds,-29.6168,30.3928,Redlands Hotel
658,Zemio,CF,71.71,scattered clouds,5.0314,25.1361,OCHA Office
659,Naze,JP,59.99,light rain,28.3667,129.4833,Shishime Hotel
666,Sayyan,YE,50.61,clear sky,15.1718,44.3244,متنزه و بحيرة سيان
668,Worland,US,63.75,scattered clouds,44.0169,-107.9554,Town House Motor Inn
670,Cascais,PT,62.51,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
672,Tecpan,GT,63.61,broken clouds,14.7623,-90.9947,San Ricardo Restaurante y Hotel
